timestamp,view_count,like_count,comment_count,title
2026-07-10 18:15:07,0,0,0,"고민정 ""86그룹 언제까지 전면에?…젊은 민주당"""
2026-07-13 22:12:11,30507,453,485,"고민정 ""86그룹 언제까지 전면에?…젊은 민주당"""
2026-07-13 22:21:49,30507,453,485,"고민정 ""86그룹 언제까지 전면에?…젊은 민주당"""
2026-07-13 22:24:24,30503,453,485,"고민정 ""86그룹 언제까지 전면에?…젊은 민주당"""
2026-07-13 22:50:24,30507,453,485,"고민정 ""86그룹 언제까지 전면에?…젊은 민주당"""
2026-07-14 00:33:25,30503,453,485,"고민정 ""86그룹 언제까지 전면에?…젊은 민주당"""
2026-07-14 02:32:33,30628,452,484,"고민정 ""86그룹 언제까지 전면에?…젊은 민주당"""
2026-07-14 03:57:34,30654,452,485,"고민정 ""86그룹 언제까지 전면에?…젊은 민주당"""
2026-07-14 05:10:43,30654,452,485,"고민정 ""86그룹 언제까지 전면에?…젊은 민주당"""
2026-07-14 06:11:53,30654,452,485,"고민정 ""86그룹 언제까지 전면에?…젊은 민주당"""
2026-07-14 07:08:25,30714,452,486,"고민정 ""86그룹 언제까지 전면에?…젊은 민주당"""
2026-07-14 08:09:05,30741,452,488,"고민정 ""86그룹 언제까지 전면에?…젊은 민주당"""
2026-07-14 08:26:22,30757,452,488,"고민정 ""86그룹 언제까지 전면에?…젊은 민주당"""
